2022-11-29 14:17:18:174  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:40:54:518  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:40:54:631  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:40:54:645  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:40:54:647  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:40:54:658  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:40:54:669  electricalTemperatureCalculate:vect3为空，位置标记：0
2022-11-29 14:40:54:670  车速为：65.8188位置标记为：0
2022-11-29 14:40:54:674  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:40:54:788  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:42:22:873  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:42:22:876  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:42:22:887  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:42:22:900  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:902  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:903  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:905  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:907  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:908  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:910  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:912  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:42:22:912  车速为：65.8188位置标记为：1
2022-11-29 14:42:22:916  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:42:23:031  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:42:23:053  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:42:23:056  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:42:23:067  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:42:23:079  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:42:23:081  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:42:23:083  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:42:23:085  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:42:23:086  electricalTemperatureCalculate:vect3为空，位置标记：0
2022-11-29 14:42:23:087  车速为：65.8188位置标记为：0
2022-11-29 14:42:23:091  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:42:23:216  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:43:10:405  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:43:10:408  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:43:10:419  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:43:10:431  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:433  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:434  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:438  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:440  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:442  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:443  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:445  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:43:10:446  车速为：65.8188位置标记为：1
2022-11-29 14:43:10:450  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:43:10:576  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:43:10:593  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:43:10:596  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:43:10:607  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:43:10:619  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:621  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:623  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:624  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:626  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:627  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:629  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:630  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:43:10:631  车速为：65.8188位置标记为：0
2022-11-29 14:43:10:638  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:43:10:767  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:44:15:997  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:44:15:999  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:44:16:011  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:44:16:024  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:025  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:027  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:029  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:030  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:040  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:049  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:050  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:44:16:051  车速为：65.8188位置标记为：1
2022-11-29 14:44:16:055  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:44:16:172  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:44:16:190  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:44:16:193  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:44:16:204  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:44:16:216  electricalTemperatureCalculate:vect3为空，位置标记：0
2022-11-29 14:44:16:217  车速为：65.8188位置标记为：0
2022-11-29 14:44:16:221  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:44:16:331  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:53:24:660  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:53:24:665  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:53:24:676  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:53:45:747  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:748  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:752  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:756  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:764  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:766  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:769  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:774  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:53:45:776  车速为：65.8188位置标记为：1
2022-11-29 14:53:45:781  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:53:45:912  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:53:47:865  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:53:47:871  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:53:47:884  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
